"k","yp_id","nara_comp_raw_f9","nara_acc_raw_f9","read_word_raw_f9","read_nonw_raw_f9","wold_comp_raw_f8","age_m_f8","age_m_f9"
"1","ALSPAC3187",25,51,8,6,6,98,114
"1","ALSPAC3188",48,25,9,NA,12,97,122
"1","ALSPAC3189",24,65,6,4,8,102,124
"1","ALSPAC3190",31,49,9,8,9,98,114
"5","ALSPAC3191",15,37,11,13,6,104,116
"1","ALSPAC3192",44,42,9,7,15,106,119
"4","ALSPAC3193",30,51,9,5,16,103,121
"1","ALSPAC3194",33,36,8,7,10,103,123
"5","ALSPAC3195",13,49,10,8,3,103,120
"2","ALSPAC3196",31,20,10,10,11,103,127
"1","ALSPAC3197",41,56,8,7,9,100,117
"4","ALSPAC3198",16,82,3,0,5,99,126
"1","ALSPAC3199",36,48,9,8,12,97,120
"1","ALSPAC3200",41,43,8,7,9,106,124
"2","ALSPAC3201",56,3,11,9,17,97,124
"2","ALSPAC3202",38,19,10,9,12,104,121
"1","ALSPAC3203",38,68,8,7,15,104,118
"3","ALSPAC3204",0,85,-5,0,2,96,114
"1","ALSPAC3205",16,63,7,6,3,105,114
"1","ALSPAC3206",45,37,9,8,10,108,117
"1","ALSPAC3207",30,55,8,8,15,103,121
"1","ALSPAC3208",35,36,8,8,11,110,122
"2","ALSPAC3209",37,18,9,9,11,101,118
"2","ALSPAC3210",38,19,9,11,NA,101,115
"2","ALSPAC3211",34,50,8,9,11,103,119
"1","ALSPAC3212",29,52,8,7,NA,110,123
"2","ALSPAC3213",32,30,8,8,7,103,122
"5","ALSPAC3214",13,46,8,7,2,104,118
"4","ALSPAC3215",26,52,7,2,12,102,119
"1","ALSPAC3216",36,43,9,8,14,101,121
"1","ALSPAC3217",45,40,8,7,NA,105,113
"5","ALSPAC3218",8,43,8,7,-1,102,114
"1","ALSPAC3219",39,49,8,7,14,105,111
"4","ALSPAC3220",15,77,5,0,11,97,119
"1","ALSPAC3221",14,60,6,5,7,107,119
"1","ALSPAC3222",27,51,7,5,10,99,120
"1","ALSPAC3223",35,48,8,7,11,109,119
"1","ALSPAC3224",18,61,7,8,9,105,117
"5","ALSPAC3225",4,60,8,6,3,104,125
"4","ALSPAC3226",16,79,5,1,13,105,125
"1","ALSPAC3227",6,65,8,6,7,104,114
"3","ALSPAC3228",19,79,3,3,13,108,118
"4","ALSPAC3229",24,73,3,2,10,102,115
"2","ALSPAC3230",41,16,10,10,14,102,123
"1","ALSPAC3231",48,34,9,7,15,105,113
"2","ALSPAC3232",38,17,8,8,9,105,114
"1","ALSPAC3233",19,58,6,5,8,98,117
"2","ALSPAC3234",44,12,9,8,16,109,114
"2","ALSPAC3235",36,20,10,11,10,104,116
"2","ALSPAC3236",36,32,7,7,11,108,124
"5","ALSPAC3237",12,38,8,8,7,105,121
"1","ALSPAC3238",38,49,7,6,10,94,121
"1","ALSPAC3239",35,33,8,7,9,102,118
"2","ALSPAC3240",32,23,9,10,11,105,117
"1","ALSPAC3241",29,42,9,7,12,101,116
"3","ALSPAC3242",11,83,2,2,5,101,123
"5","ALSPAC3243",12,26,11,9,1,106,116
"5","ALSPAC3244",4,71,6,5,3,95,120
"1","ALSPAC3245",17,49,8,8,10,103,127
"5","ALSPAC3246",15,46,9,7,7,95,121
"4","ALSPAC3247",2,103,3,-1,4,103,122
"5","ALSPAC3248",9,39,12,9,NA,100,124
"2","ALSPAC3249",38,10,9,9,10,102,119
"1","ALSPAC3250",25,54,8,8,10,96,117
"1","ALSPAC3251",57,48,9,8,14,97,117
"1","ALSPAC3252",40,35,10,8,13,101,122
"1","ALSPAC3253",19,42,8,6,9,105,117
"1","ALSPAC3254",38,33,8,7,12,102,116
"4","ALSPAC3255",16,78,4,3,14,104,118
"3","ALSPAC3256",12,78,5,4,6,108,119
"2","ALSPAC3257",40,6,11,10,13,101,118
"1","ALSPAC3258",44,53,8,6,13,96,118
"1","ALSPAC3259",38,50,7,7,13,105,125
"1","ALSPAC3260",30,55,8,7,NA,103,122
"4","ALSPAC3261",20,81,5,1,7,103,120
"1","ALSPAC3262",51,46,9,8,14,107,126
"2","ALSPAC3263",43,2,10,11,12,107,119
"1","ALSPAC3264",19,63,8,7,9,104,125
"4","ALSPAC3265",22,57,8,6,11,105,112
"1","ALSPAC3266",21,60,8,6,6,104,122
"1","ALSPAC3267",39,37,10,9,12,101,118
"1","ALSPAC3268",41,34,NA,6,12,96,115
"1","ALSPAC3269",33,65,8,6,11,97,120
"5","ALSPAC3270",5,33,11,9,4,102,116
"2","ALSPAC3271",25,28,8,9,12,105,116
"5","ALSPAC3272",8,47,6,4,-1,103,115
"1","ALSPAC3273",42,38,9,8,13,105,118
"1","ALSPAC3274",26,54,8,7,10,107,115
"2","ALSPAC3275",37,31,8,9,8,96,114
"3","ALSPAC3276",18,78,6,2,11,100,120
"1","ALSPAC3277",36,20,11,NA,12,105,116
"4","ALSPAC3278",25,71,6,2,19,104,116
"3","ALSPAC3279",11,82,8,4,9,103,117
"4","ALSPAC3280",8,82,4,3,9,102,119
"2","ALSPAC3281",44,15,8,9,12,102,123
"1","ALSPAC3282",21,62,5,5,7,99,122
"1","ALSPAC3283",30,57,9,8,7,109,124
"1","ALSPAC3284",30,53,9,8,10,103,117
"1","ALSPAC3285",21,38,9,9,8,108,114
"2","ALSPAC3286",47,2,10,9,16,99,112
"4","ALSPAC3287",6,83,6,4,7,99,117
"5","ALSPAC3288",14,63,5,5,9,108,119
"1","ALSPAC3289",35,63,8,7,8,102,124
"2","ALSPAC3290",42,32,10,11,15,99,118
"1","ALSPAC3291",26,64,7,5,10,106,123
"4","ALSPAC3292",20,80,6,2,14,101,123
"3","ALSPAC3293",16,83,3,2,8,103,119
"2","ALSPAC3294",44,-3,12,12,14,103,119
"4","ALSPAC3295",19,72,6,4,10,104,124
"4","ALSPAC3296",16,68,6,4,10,104,116
"3","ALSPAC3297",7,69,5,5,1,97,128
"2","ALSPAC3298",42,23,8,9,14,104,116
"1","ALSPAC3299",19,67,7,6,10,102,111
"1","ALSPAC3300",27,33,9,9,8,107,123
"5","ALSPAC3301",15,49,6,6,6,100,120
"5","ALSPAC3302",12,41,9,9,8,104,118
"4","ALSPAC3303",26,76,5,1,10,97,115
"3","ALSPAC3304",6,90,3,-1,9,104,116
"1","ALSPAC3305",38,48,8,7,13,106,122
"1","ALSPAC3306",26,64,6,5,9,105,127
"1","ALSPAC3307",9,61,6,7,4,104,115
"4","ALSPAC3308",23,58,9,4,14,104,119
"1","ALSPAC3309",33,53,8,8,16,104,120
"1","ALSPAC3310",24,54,7,5,5,105,120
"2","ALSPAC3311",37,6,10,10,10,106,117
"4","ALSPAC3312",4,76,2,2,11,100,122
"2","ALSPAC3313",41,23,8,8,13,106,121
"1","ALSPAC3314",44,29,9,7,9,101,120
"4","ALSPAC3315",22,73,7,2,7,101,120
"1","ALSPAC3316",37,49,8,8,NA,102,120
"1","ALSPAC3317",26,38,10,8,9,103,117
"2","ALSPAC3318",40,24,9,8,12,98,119
"1","ALSPAC3319",39,33,9,7,9,104,116
"1","ALSPAC3320",22,45,8,7,6,98,118
"4","ALSPAC3321",12,76,3,0,8,104,121
"5","ALSPAC3322",13,48,9,8,7,105,119
"1","ALSPAC3323",44,34,8,8,16,107,121
"3","ALSPAC3324",12,78,5,6,NA,103,121
"5","ALSPAC3325",4,41,9,8,-3,101,113
"5","ALSPAC3326",10,54,5,3,4,108,110
"2","ALSPAC3327",43,27,8,9,14,98,116
"3","ALSPAC3328",7,79,5,5,4,101,115
"2","ALSPAC3329",41,24,8,9,15,103,118
"4","ALSPAC3330",22,71,4,2,10,109,121
"1","ALSPAC3331",29,48,8,7,11,100,124
"4","ALSPAC3332",22,70,3,1,12,95,119
"1","ALSPAC3333",20,49,8,7,11,107,122
"1","ALSPAC3334",20,59,8,7,7,103,119
"3","ALSPAC3335",11,72,1,2,4,102,120
"1","ALSPAC3336",26,44,7,8,14,102,116
"2","ALSPAC3337",41,35,7,7,12,105,112
"1","ALSPAC3338",35,51,8,7,9,106,123
"5","ALSPAC3339",9,53,8,8,6,103,111
"1","ALSPAC3340",31,49,8,7,12,107,125
"2","ALSPAC3341",36,23,9,7,NA,108,112
"1","ALSPAC3342",31,38,9,7,8,102,116
"5","ALSPAC3343",13,42,8,8,4,107,117
"3","ALSPAC3344",-6,87,4,2,5,106,121
"1","ALSPAC3345",23,54,8,6,9,98,123
"5","ALSPAC3346",8,49,10,8,4,104,119
"4","ALSPAC3347",19,77,5,3,13,99,120
"3","ALSPAC3348",10,77,6,2,4,101,120
"1","ALSPAC3349",13,52,7,7,8,105,117
"1","ALSPAC3350",26,53,8,9,8,104,124
"1","ALSPAC3351",31,58,6,6,11,102,118
"1","ALSPAC3352",14,60,6,7,3,106,122
"1","ALSPAC3353",35,38,8,8,13,101,123
"4","ALSPAC3354",14,85,4,0,12,111,124
"4","ALSPAC3355",20,89,NA,1,12,107,127
"5","ALSPAC3356",6,50,5,7,-1,106,117
"1","ALSPAC3357",17,45,9,7,4,103,122
"1","ALSPAC3358",19,54,7,6,10,111,117
"1","ALSPAC3359",21,60,7,7,10,103,113
"1","ALSPAC3360",29,47,9,8,NA,108,121
"1","ALSPAC3361",22,48,8,7,6,104,118
"1","ALSPAC3362",22,60,7,6,7,106,118
"1","ALSPAC3363",31,51,7,5,6,99,124
"3","ALSPAC3364",0,75,3,4,8,98,118
"1","ALSPAC3365",35,54,8,6,12,104,116
"4","ALSPAC3366",7,79,5,2,8,104,127
"1","ALSPAC3367",33,39,9,8,13,100,126
"2","ALSPAC3368",33,15,10,10,13,104,115
"4","ALSPAC3369",22,71,6,2,18,105,111
"2","ALSPAC3370",42,4,10,9,14,95,117
"2","ALSPAC3371",36,18,9,9,15,96,118
"4","ALSPAC3372",27,69,7,4,17,100,116
"3","ALSPAC3373",4,63,6,4,8,110,118
"1","ALSPAC3374",37,46,8,6,11,109,113
"3","ALSPAC3375",17,69,4,3,9,109,120
"2","ALSPAC3376",43,28,8,9,13,100,118
"2","ALSPAC3377",42,0,10,9,13,102,117
"1","ALSPAC3378",35,54,8,7,11,107,129
"1","ALSPAC3379",31,52,9,7,8,100,121
"3","ALSPAC3380",5,79,4,4,8,99,116
"3","ALSPAC3381",9,76,2,1,NA,107,116
"4","ALSPAC3382",18,63,7,4,9,102,117
"2","ALSPAC3383",35,37,9,8,12,110,119
"1","ALSPAC3384",40,49,7,7,12,105,123
"3","ALSPAC3385",4,79,1,3,4,107,117
"4","ALSPAC3386",25,67,9,3,15,105,119
"5","ALSPAC3387",6,51,8,8,4,101,114
"1","ALSPAC3388",32,55,7,8,9,103,122
"1","ALSPAC3389",36,60,8,6,11,109,124
"2","ALSPAC3390",44,10,9,8,13,97,118
"2","ALSPAC3391",32,20,9,9,14,108,118
"1","ALSPAC3392",27,58,8,6,7,97,110
"1","ALSPAC3393",42,46,8,8,14,104,117
"4","ALSPAC3394",15,77,6,3,9,106,120
"1","ALSPAC3395",17,46,8,6,6,108,116
"1","ALSPAC3396",29,45,8,8,15,101,115
"1","ALSPAC3397",39,45,9,7,8,105,120
"4","ALSPAC3398",14,80,3,1,12,105,121
"1","ALSPAC3399",39,34,9,9,NA,97,122
"3","ALSPAC3400",0,100,-2,0,3,101,115
"1","ALSPAC3401",45,49,8,7,20,101,118
"4","ALSPAC3402",11,72,2,2,5,115,122
"5","ALSPAC3403",3,54,NA,10,-1,101,116
"1","ALSPAC3404",39,31,9,8,9,108,112
"3","ALSPAC3405",12,99,-2,-2,6,103,115
"1","ALSPAC3406",30,58,7,6,11,101,118
"5","ALSPAC3407",0,42,8,6,-1,106,120
"5","ALSPAC3408",5,42,7,8,2,100,119
"4","ALSPAC3409",23,89,6,3,13,103,124
"5","ALSPAC3410",17,32,8,7,5,109,117
"1","ALSPAC3411",23,54,9,9,4,101,126
"3","ALSPAC3412",19,74,6,5,11,100,121
"4","ALSPAC3413",14,80,3,-1,9,110,122
"5","ALSPAC3414",17,36,8,7,7,106,121
"4","ALSPAC3415",19,87,3,-1,12,106,119
"1","ALSPAC3416",40,39,8,7,9,94,114
"1","ALSPAC3417",48,27,9,8,10,105,128
"5","ALSPAC3418",11,54,8,6,3,95,123
"1","ALSPAC3419",17,72,5,6,10,105,118
"3","ALSPAC3420",14,72,4,3,8,99,123
"1","ALSPAC3421",50,56,8,7,NA,98,129
"1","ALSPAC3422",18,40,10,9,2,104,125
"4","ALSPAC3423",12,63,7,5,11,97,122
"1","ALSPAC3424",30,41,9,8,13,103,112
"1","ALSPAC3425",31,50,9,7,11,97,118
"4","ALSPAC3426",15,83,3,1,9,102,123
"4","ALSPAC3427",17,71,6,2,7,102,125
"1","ALSPAC3428",19,31,10,9,8,100,116
"4","ALSPAC3429",9,78,6,2,6,98,117
"1","ALSPAC3430",45,35,10,NA,10,96,117
"1","ALSPAC3431",55,44,8,6,14,104,118
"4","ALSPAC3432",22,75,4,4,11,95,118
"1","ALSPAC3433",35,41,8,7,6,100,120
"1","ALSPAC3434",32,55,6,6,12,102,123
"4","ALSPAC3435",23,58,5,1,13,100,119
"1","ALSPAC3436",39,34,8,8,10,112,116
"1","ALSPAC3437",23,57,8,6,5,102,116
"4","ALSPAC3438",24,67,5,NA,13,98,120
"1","ALSPAC3439",49,39,9,8,13,109,116
"1","ALSPAC3440",16,72,7,7,6,101,119
"3","ALSPAC3441",18,72,10,5,5,108,125
"4","ALSPAC3442",24,69,7,4,15,103,119
"1","ALSPAC3443",10,38,9,7,6,106,116
"1","ALSPAC3444",15,50,8,7,6,103,116
"1","ALSPAC3445",32,49,8,6,10,107,122
"3","ALSPAC3446",13,66,9,7,5,101,116
"1","ALSPAC3447",36,41,8,8,7,103,117
"5","ALSPAC3448",13,40,6,8,2,101,117
"1","ALSPAC3449",45,50,9,7,14,94,116
"1","ALSPAC3450",39,33,9,6,8,98,120
"1","ALSPAC3451",34,49,9,7,11,104,119
"5","ALSPAC3452",-1,62,6,4,4,107,112
"4","ALSPAC3453",25,74,5,4,14,105,122
"5","ALSPAC3454",13,32,14,9,3,104,125
"3","ALSPAC3455",18,59,3,2,5,99,128
"4","ALSPAC3456",22,68,6,4,13,99,127
"1","ALSPAC3457",36,46,9,8,7,100,118
"4","ALSPAC3458",20,71,4,4,NA,103,120
"5","ALSPAC3459",5,61,NA,6,2,108,110
"1","ALSPAC3460",25,41,8,6,7,108,122
"5","ALSPAC3461",12,48,9,7,9,106,115
"3","ALSPAC3462",22,61,5,4,10,107,120
"1","ALSPAC3463",39,44,10,9,17,105,120
"1","ALSPAC3464",48,37,10,8,14,99,120
"4","ALSPAC3465",20,76,7,6,11,97,116
"1","ALSPAC3466",46,47,9,8,14,104,115
"1","ALSPAC3467",18,52,6,6,8,99,117
"5","ALSPAC3468",3,61,3,4,5,104,110
"5","ALSPAC3469",15,39,11,6,4,110,112
"1","ALSPAC3470",20,63,8,6,9,102,117
"2","ALSPAC3471",42,9,11,10,16,104,120
"1","ALSPAC3472",19,39,7,6,8,103,122
"1","ALSPAC3473",31,57,6,5,13,103,118
"5","ALSPAC3474",21,49,5,5,8,96,118
"1","ALSPAC3475",36,51,9,9,8,103,113
"4","ALSPAC3476",23,86,1,-2,13,104,121
"3","ALSPAC3477",6,95,1,-1,7,108,119
"4","ALSPAC3478",16,74,6,2,14,107,121
"1","ALSPAC3479",25,51,8,7,7,105,120
"1","ALSPAC3480",46,35,8,8,12,110,113
"1","ALSPAC3481",19,52,7,6,8,103,114
"5","ALSPAC3482",1,70,6,5,1,103,117
"1","ALSPAC3483",33,40,8,8,10,105,120
"1","ALSPAC3484",31,60,9,9,12,99,115
"4","ALSPAC3485",18,86,3,2,15,103,117
"5","ALSPAC3486",10,37,8,8,7,107,121
"1","ALSPAC3487",22,50,8,7,9,105,118
"1","ALSPAC3488",37,44,9,8,11,107,123
"1","ALSPAC3489",26,47,8,9,9,105,121
"4","ALSPAC3490",21,59,5,2,9,100,122
"1","ALSPAC3491",37,46,9,7,15,103,123
"4","ALSPAC3492",26,75,7,3,NA,109,111
"2","ALSPAC3493",40,23,10,9,13,104,121
"5","ALSPAC3494",1,49,6,8,0,104,114
"2","ALSPAC3495",30,39,8,8,12,107,128
"4","ALSPAC3496",16,73,NA,NA,10,105,122
"4","ALSPAC3497",13,92,2,-4,8,92,118
"1","ALSPAC3498",36,54,9,7,10,101,116
"5","ALSPAC3499",8,38,5,8,4,108,113
"4","ALSPAC3500",9,98,2,-3,15,105,117
"2","ALSPAC3501",46,22,9,8,17,108,113
"3","ALSPAC3502",20,87,3,-2,13,100,124
"1","ALSPAC3503",13,65,7,5,6,98,121
"1","ALSPAC3504",38,57,6,6,12,94,119
"2","ALSPAC3505",41,29,8,7,15,98,116
"2","ALSPAC3506",40,27,10,9,14,110,115
"4","ALSPAC3507",27,67,7,1,12,107,121
"4","ALSPAC3508",13,87,0,-1,10,104,119
"4","ALSPAC3509",20,74,7,3,12,101,119
"1","ALSPAC3510",30,45,8,7,10,108,121
"1","ALSPAC3511",26,62,7,6,4,103,119
"3","ALSPAC3512",21,70,4,3,15,103,114
"2","ALSPAC3513",30,32,7,7,NA,104,121
"1","ALSPAC3514",23,62,8,6,11,107,114
"2","ALSPAC3515",39,27,10,9,14,104,127
"1","ALSPAC3516",24,45,8,8,11,105,120
"1","ALSPAC3517",24,51,7,7,NA,104,118
"3","ALSPAC3518",7,81,4,4,9,104,119
"1","ALSPAC3519",48,19,8,7,13,105,118
"1","ALSPAC3520",38,40,9,8,11,101,112
"1","ALSPAC3521",30,53,7,6,12,102,116
"2","ALSPAC3522",41,18,10,10,12,103,121
"2","ALSPAC3523",41,26,9,9,12,103,121
"1","ALSPAC3524",20,58,7,7,7,104,115
"2","ALSPAC3525",37,34,8,8,10,106,120
"1","ALSPAC3526",32,50,9,7,8,107,121
"3","ALSPAC3527",12,85,6,4,5,102,117
"2","ALSPAC3528",45,22,8,8,15,111,122
"1","ALSPAC3529",46,39,8,8,14,103,118
"5","ALSPAC3530",4,57,6,5,2,105,124
"1","ALSPAC3531",53,42,8,6,15,106,119
"2","ALSPAC3532",29,46,7,8,13,103,120
"4","ALSPAC3533",21,71,4,3,16,107,113
"5","ALSPAC3534",16,35,11,10,7,104,119
"5","ALSPAC3535",10,51,7,6,6,111,121
"1","ALSPAC3536",36,42,10,9,12,104,123
"1","ALSPAC3537",41,43,10,9,14,103,125
"1","ALSPAC3538",22,55,8,8,11,102,112
"1","ALSPAC3539",32,36,9,8,9,101,116
"5","ALSPAC3540",8,32,11,9,5,99,114
"1","ALSPAC3541",31,43,9,7,12,100,121
"1","ALSPAC3542",29,51,7,7,12,98,118
"1","ALSPAC3543",15,58,9,8,8,97,120
"4","ALSPAC3544",17,89,2,0,14,97,119
"1","ALSPAC3545",27,57,8,6,10,97,115
"5","ALSPAC3546",7,62,8,8,4,105,123
"1","ALSPAC3547",39,46,NA,7,9,103,118
"2","ALSPAC3548",41,30,7,7,12,98,117
"5","ALSPAC3549",16,44,10,7,3,104,113
"3","ALSPAC3550",7,70,2,5,6,109,122
"1","ALSPAC3551",48,64,7,7,13,104,118
"1","ALSPAC3552",40,50,NA,7,6,104,127
"2","ALSPAC3553",38,14,9,8,13,100,119
"2","ALSPAC3554",41,22,9,9,10,101,119
"4","ALSPAC3555",23,73,5,0,11,106,126
"1","ALSPAC3556",40,44,9,7,9,105,116
"1","ALSPAC3557",26,58,7,6,7,97,120
"1","ALSPAC3558",41,51,9,8,11,102,114
"2","ALSPAC3559",32,15,10,10,8,101,128
"1","ALSPAC3560",20,65,5,4,9,105,116
"4","ALSPAC3561",21,70,4,1,6,103,123
"2","ALSPAC3562",38,15,9,10,11,102,116
"1","ALSPAC3563",34,51,7,7,7,106,117
"1","ALSPAC3564",30,57,8,7,12,96,117
"1","ALSPAC3565",28,67,8,7,17,106,113
"2","ALSPAC3566",41,15,10,10,14,105,122
"4","ALSPAC3567",10,82,4,0,9,103,115
"1","ALSPAC3568",23,46,7,6,8,94,118
"3","ALSPAC3569",3,89,2,3,3,103,120
"1","ALSPAC3570",32,53,7,7,12,102,119
"2","ALSPAC3571",48,7,10,11,10,101,122
"4","ALSPAC3572",16,95,1,1,NA,99,122
"1","ALSPAC3573",32,50,8,6,10,105,120
"1","ALSPAC3574",30,39,9,8,11,111,119
"1","ALSPAC3575",25,57,7,6,8,98,114
"1","ALSPAC3576",35,34,8,7,12,97,121
"5","ALSPAC3577",15,44,8,7,4,104,124
"1","ALSPAC3578",18,51,7,6,3,102,119
"5","ALSPAC3579",8,38,9,6,2,103,112
"4","ALSPAC3580",28,70,4,1,13,106,123
"1","ALSPAC3581",19,58,8,8,10,103,124
"3","ALSPAC3582",9,80,5,5,14,108,116
"1","ALSPAC3583",30,56,8,6,7,106,112
"1","ALSPAC3584",38,31,10,8,12,104,113
"1","ALSPAC3585",36,57,6,5,12,104,116
"1","ALSPAC3586",26,46,9,8,12,106,117
"4","ALSPAC3587",9,80,2,1,6,104,116
"1","ALSPAC3588",47,37,10,7,15,105,120
"1","ALSPAC3589",32,41,11,9,15,104,116
"1","ALSPAC3590",36,57,8,6,14,109,118
"1","ALSPAC3591",35,59,8,7,16,98,110
"1","ALSPAC3592",44,27,10,8,12,108,122
"1","ALSPAC3593",26,50,9,8,16,109,111
"2","ALSPAC3594",31,34,8,10,8,107,121
"1","ALSPAC3595",32,56,7,6,10,97,119
"1","ALSPAC3596",28,51,8,7,8,101,125
"1","ALSPAC3597",46,34,8,8,NA,96,116
"2","ALSPAC3598",34,18,10,10,11,111,123
"1","ALSPAC3599",25,59,8,6,5,103,113
"1","ALSPAC3600",15,60,5,5,12,104,117
"4","ALSPAC3601",11,98,4,NA,12,101,115
"1","ALSPAC3602",13,67,6,6,NA,103,120
"1","ALSPAC3603",28,47,7,6,NA,101,119
"4","ALSPAC3604",13,86,7,0,8,112,116
"4","ALSPAC3605",15,81,4,2,13,108,118
"5","ALSPAC3606",14,37,10,8,2,99,123
"1","ALSPAC3607",28,46,10,8,7,109,125
"4","ALSPAC3608",19,69,9,6,16,108,116
"4","ALSPAC3609",14,67,5,5,10,102,117
"3","ALSPAC3610",12,76,3,2,11,107,120
"1","ALSPAC3611",23,52,8,6,6,98,120
"3","ALSPAC3612",17,67,5,2,13,106,121
"1","ALSPAC3613",42,41,NA,8,13,100,118
"1","ALSPAC3614",42,48,8,6,9,94,125
"1","ALSPAC3615",24,47,9,9,10,108,119
"5","ALSPAC3616",15,37,8,9,5,96,122
"1","ALSPAC3617",43,52,8,7,14,106,122
"1","ALSPAC3618",26,54,7,6,11,102,119
"2","ALSPAC3619",39,12,10,9,11,101,126
"2","ALSPAC3620",33,19,10,10,12,109,126
"1","ALSPAC3621",43,26,9,8,14,95,123
"1","ALSPAC3622",2,74,5,5,5,101,116
"4","ALSPAC3623",18,72,2,0,11,104,120
"5","ALSPAC3624",4,52,9,6,6,98,118
"1","ALSPAC3625",37,54,8,6,8,101,120
"1","ALSPAC3626",29,49,9,7,7,105,119
"1","ALSPAC3627",43,37,9,8,10,102,118
"1","ALSPAC3628",43,42,9,7,10,101,115
"5","ALSPAC3629",14,49,12,7,NA,107,120
"2","ALSPAC3630",38,26,9,9,12,112,121
"5","ALSPAC3631",2,54,6,7,2,99,119
"1","ALSPAC3632",33,70,9,8,7,99,118
"1","ALSPAC3633",25,57,NA,7,7,106,122
"4","ALSPAC3634",14,76,4,3,7,103,119
"3","ALSPAC3635",15,65,3,4,8,96,123
"5","ALSPAC3636",9,49,7,5,-1,95,121
"3","ALSPAC3637",7,86,2,3,3,100,111
"1","ALSPAC3638",38,38,8,6,9,103,112
"2","ALSPAC3639",38,29,10,8,13,109,118
"4","ALSPAC3640",13,77,4,0,10,105,125
"1","ALSPAC3641",28,57,7,7,8,107,122
"4","ALSPAC3642",28,64,8,5,10,100,112
"2","ALSPAC3643",36,27,9,9,13,106,119
"1","ALSPAC3644",38,47,9,7,10,103,116
"1","ALSPAC3645",34,45,8,7,12,100,123
"1","ALSPAC3646",39,21,10,10,12,104,123
"1","ALSPAC3647",-5,84,5,4,4,100,118
"5","ALSPAC3648",9,46,10,12,1,104,122
"1","ALSPAC3649",29,35,9,8,12,107,115
"1","ALSPAC3650",29,41,NA,8,12,97,120
"3","ALSPAC3651",8,77,5,1,5,106,117
"1","ALSPAC3652",27,45,7,6,6,104,114
"2","ALSPAC3653",38,13,9,8,12,102,110
"1","ALSPAC3654",13,59,8,7,5,105,118
"1","ALSPAC3655",33,50,7,6,11,107,121
"1","ALSPAC3656",19,47,7,6,10,104,112
"1","ALSPAC3657",26,56,7,8,9,110,118
"4","ALSPAC3658",15,83,3,1,10,103,120
"3","ALSPAC3659",0,88,2,1,4,104,114
"1","ALSPAC3660",17,55,9,7,5,102,120
"4","ALSPAC3661",29,87,2,-2,17,111,127
"1","ALSPAC3662",20,54,8,7,10,104,114
"4","ALSPAC3663",21,70,6,2,14,106,121
"4","ALSPAC3664",13,71,6,6,11,106,120
"2","ALSPAC3665",41,11,10,8,13,108,117
"1","ALSPAC3666",41,36,8,7,13,112,112
"1","ALSPAC3667",28,49,8,8,12,103,117
"4","ALSPAC3668",30,67,6,4,17,108,114
"2","ALSPAC3669",42,14,11,10,14,103,116
"2","ALSPAC3670",38,20,9,9,11,106,123
"3","ALSPAC3671",10,81,3,2,14,101,118
"4","ALSPAC3672",20,74,5,2,15,96,120
"4","ALSPAC3673",24,83,3,1,14,107,120
"1","ALSPAC3674",23,43,7,6,10,101,123
"4","ALSPAC3675",17,88,3,1,11,100,115
"2","ALSPAC3676",47,4,11,12,16,98,126
"1","ALSPAC3677",20,61,8,7,7,96,115
"5","ALSPAC3678",12,45,6,4,3,104,117
"1","ALSPAC3679",42,47,8,7,12,102,118
"4","ALSPAC3680",17,84,5,2,8,100,125
"4","ALSPAC3681",13,87,4,0,7,101,115
"3","ALSPAC3682",4,88,6,4,5,100,114
"4","ALSPAC3683",16,71,5,2,11,106,118
"1","ALSPAC3684",29,52,7,6,11,108,117
"5","ALSPAC3685",11,47,8,9,8,111,121
"2","ALSPAC3686",37,20,10,9,12,96,115
"1","ALSPAC3687",32,44,8,9,6,98,124
"4","ALSPAC3688",22,60,10,5,11,104,120
"1","ALSPAC3689",46,51,9,7,17,106,109
"5","ALSPAC3690",-1,49,7,6,2,108,112
"1","ALSPAC3691",35,31,10,9,11,111,125
"3","ALSPAC3692",10,80,1,1,8,110,118
"4","ALSPAC3693",20,74,5,1,9,100,120
"1","ALSPAC3694",47,45,9,8,12,100,109
"1","ALSPAC3695",35,36,10,9,NA,95,119
"4","ALSPAC3696",14,78,5,0,13,100,112
"1","ALSPAC3697",30,47,7,6,11,92,120
"1","ALSPAC3698",36,48,8,8,12,98,113
"1","ALSPAC3699",28,59,7,7,14,107,115
"3","ALSPAC3700",5,80,9,3,2,103,122
"2","ALSPAC3701",40,11,10,9,12,106,119
"4","ALSPAC3702",14,70,3,1,5,99,115
"5","ALSPAC3703",3,69,7,4,1,102,118
"1","ALSPAC3704",28,53,NA,7,6,98,116
"1","ALSPAC3705",36,46,9,7,10,105,125
"1","ALSPAC3706",30,52,9,9,14,106,117
"3","ALSPAC3707",17,84,5,4,17,104,123
"5","ALSPAC3708",16,55,9,5,10,96,125
"1","ALSPAC3709",33,44,9,NA,12,104,122
"1","ALSPAC3710",3,71,7,7,7,106,125
"4","ALSPAC3711",15,71,5,2,11,104,114
"3","ALSPAC3712",14,83,2,3,8,97,123
"4","ALSPAC3713",21,66,6,2,14,107,121
"4","ALSPAC3714",26,76,6,3,13,110,111
"1","ALSPAC3715",35,39,9,8,11,105,116
"1","ALSPAC3716",40,32,11,9,11,106,120
"4","ALSPAC3717",14,72,4,3,8,108,110
"4","ALSPAC3718",14,83,3,NA,8,106,118
