"k","yp_id","nara_comp_raw_f9","nara_acc_raw_f9","read_word_raw_f9","read_nonw_raw_f9","wold_comp_raw_f8","age_m_f8","age_m_f9","yp_no"
"3","ALSPAC3465",19,70,5,5,8,99,125,3465
"1","ALSPAC3466",44,84,10,9,13,104,113,3466
"1","ALSPAC3467",29,67,6,7,11,99,119,3467
"2","ALSPAC3468",14,50,2,3,10,105,112,3468
"2","ALSPAC3469",11,24,4,0,4,111,114,3469
"1","ALSPAC3470",22,71,9,8,9,102,116,3470
"3","ALSPAC3471",16,57,8,7,10,104,120,3471
"1","ALSPAC3472",38,66,7,7,13,103,125,3472
"1","ALSPAC3473",30,78,7,6,12,103,117,3473
"2","ALSPAC3474",19,30,0,1,9,96,122,3474
"1","ALSPAC3475",38,76,10,10,9,104,112,3475
"1","ALSPAC3476",25,79,10,9,6,103,114,3476
"2","ALSPAC3477",16,48,7,3,9,107,117,3477
"1","ALSPAC3478",36,74,9,8,15,106,117,3478
"1","ALSPAC3479",33,72,8,7,9,105,121,3479
"1","ALSPAC3480",53,80,9,9,14,111,114,3480
"1","ALSPAC3481",29,67,7,6,11,103,116,3481
"2","ALSPAC3482",16,58,7,6,6,103,117,3482
"1","ALSPAC3483",43,75,9,8,13,105,121,3483
"1","ALSPAC3484",28,77,10,11,11,99,113,3484
"1","ALSPAC3485",24,77,9,9,11,104,119,3485
"2","ALSPAC3486",3,26,2,2,5,107,121,3486
"1","ALSPAC3487",32,70,8,8,11,105,119,3487
"1","ALSPAC3488",42,79,10,9,12,107,123,3488
"1","ALSPAC3489",35,72,8,10,12,105,122,3489
"1","ALSPAC3490",51,76,10,9,11,100,120,3490
"1","ALSPAC3491",40,81,10,8,15,103,122,3491
"3","ALSPAC3492",24,66,6,3,NA,112,125,3492
"3","ALSPAC3493",23,70,9,7,9,104,121,3493
"2","ALSPAC3494",5,41,2,4,2,105,112,3494
"3","ALSPAC3495",25,90,11,9,10,108,128,3495
"1","ALSPAC3496",37,72,NA,NA,12,103,116,3496
"1","ALSPAC3497",18,69,10,8,3,93,123,3497
"1","ALSPAC3498",35,79,10,8,9,102,114,3498
"2","ALSPAC3499",5,28,-1,2,5,108,113,3499
"3","ALSPAC3500",30,91,14,11,12,105,118,3500
"3","ALSPAC3501",29,65,7,3,15,108,114,3501
"2","ALSPAC3502",20,34,7,1,13,98,123,3502
"1","ALSPAC3503",17,67,8,6,6,98,121,3503
"1","ALSPAC3504",33,82,8,8,10,94,116,3504
"3","ALSPAC3505",28,75,8,5,14,98,118,3505
"3","ALSPAC3506",27,74,10,6,11,110,115,3506
"1","ALSPAC3507",44,82,10,8,10,106,115,3507
"1","ALSPAC3508",23,70,9,9,8,103,118,3508
"1","ALSPAC3509",36,78,9,8,12,101,120,3509
"1","ALSPAC3510",38,75,8,8,12,108,122,3510
"1","ALSPAC3511",26,74,8,7,4,103,117,3511
"2","ALSPAC3512",8,22,2,1,9,107,128,3512
"3","ALSPAC3513",20,86,6,5,NA,104,121,3513
"1","ALSPAC3514",23,72,9,8,11,107,114,3514
"3","ALSPAC3515",25,74,11,8,10,104,127,3515
"1","ALSPAC3516",36,71,8,9,14,106,122,3516
"1","ALSPAC3517",32,71,8,8,NA,105,119,3517
"3","ALSPAC3518",20,72,8,7,5,105,117,3518
"1","ALSPAC3519",65,80,8,7,18,106,120,3519
"1","ALSPAC3520",46,76,9,8,13,101,113,3520
"1","ALSPAC3521",33,75,8,7,13,102,116,3521
"3","ALSPAC3522",21,66,7,7,7,103,121,3522
"3","ALSPAC3523",26,72,8,7,7,104,121,3523
"1","ALSPAC3524",25,69,8,8,8,104,116,3524
"3","ALSPAC3525",28,82,8,6,7,106,121,3525
"1","ALSPAC3526",36,76,10,8,8,107,121,3526
"3","ALSPAC3527",24,73,5,4,7,103,122,3527
"3","ALSPAC3528",27,66,6,5,13,110,123,3528
"1","ALSPAC3529",50,83,9,9,15,103,117,3529
"2","ALSPAC3530",9,47,5,4,4,105,123,3530
"1","ALSPAC3531",51,88,9,8,14,106,116,3531
"3","ALSPAC3532",28,96,10,10,12,103,120,3532
"3","ALSPAC3533",19,65,8,9,9,110,122,3533
"2","ALSPAC3534",7,20,3,3,5,104,119,3534
"2","ALSPAC3535",11,38,4,3,7,111,123,3535
"1","ALSPAC3536",43,78,11,10,13,103,123,3536
"1","ALSPAC3537",44,82,11,10,14,102,124,3537
"1","ALSPAC3538",29,69,9,8,12,103,113,3538
"1","ALSPAC3539",46,72,9,8,14,102,118,3539
"2","ALSPAC3540",1,22,3,1,5,100,112,3540
"1","ALSPAC3541",40,75,10,8,14,100,122,3541
"1","ALSPAC3542",33,75,8,8,13,98,118,3542
"1","ALSPAC3543",23,67,10,9,10,97,121,3543
"3","ALSPAC3544",28,80,10,10,10,98,123,3544
"1","ALSPAC3545",29,73,9,7,10,97,114,3545
"2","ALSPAC3546",14,47,8,7,6,104,124,3546
"1","ALSPAC3547",43,79,NA,8,10,103,117,3547
"3","ALSPAC3548",29,77,4,5,10,98,119,3548
"2","ALSPAC3549",14,28,4,2,4,105,115,3549
"3","ALSPAC3550",13,65,4,7,7,107,112,3550
"1","ALSPAC3551",33,90,9,10,8,103,113,3551
"1","ALSPAC3552",40,82,NA,9,5,103,124,3552
"3","ALSPAC3553",15,65,6,4,7,100,119,3553
"3","ALSPAC3554",24,70,6,6,4,101,119,3554
"1","ALSPAC3555",39,77,10,8,10,103,111,3555
"1","ALSPAC3556",44,79,10,8,11,105,116,3556
"1","ALSPAC3557",28,74,8,7,7,97,119,3557
"1","ALSPAC3558",40,81,11,10,11,103,112,3558
"3","ALSPAC3559",12,70,9,7,0,102,126,3559
"1","ALSPAC3560",20,72,6,6,8,105,116,3560
"3","ALSPAC3561",20,66,4,3,2,101,115,3561
"3","ALSPAC3562",17,66,6,6,4,102,116,3562
"1","ALSPAC3563",37,76,8,8,7,106,117,3563
"1","ALSPAC3564",30,76,9,9,11,96,115,3564
"1","ALSPAC3565",22,78,10,9,15,106,111,3565
"3","ALSPAC3566",20,64,8,8,8,105,122,3566
"1","ALSPAC3567",27,68,9,8,10,105,123,3567
"1","ALSPAC3568",35,69,7,6,12,95,120,3568
"3","ALSPAC3569",21,82,7,6,7,101,116,3569
"1","ALSPAC3570",34,77,9,8,12,102,118,3570
"3","ALSPAC3571",22,53,5,6,1,101,122,3571
"1","ALSPAC3572",16,72,8,8,NA,97,116,3572
"1","ALSPAC3573",35,76,9,7,10,105,120,3573
"1","ALSPAC3574",42,73,10,8,14,111,121,3574
"1","ALSPAC3575",28,71,8,7,9,98,114,3575
"1","ALSPAC3576",48,75,8,8,16,97,122,3576
"2","ALSPAC3577",11,29,3,2,3,104,124,3577
"1","ALSPAC3578",30,66,7,7,6,102,121,3578
"2","ALSPAC3579",5,28,3,-1,3,104,111,3579
"1","ALSPAC3580",42,83,10,9,9,105,113,3580
"1","ALSPAC3581",24,71,9,9,11,102,124,3581
"3","ALSPAC3582",23,68,9,9,4,110,118,3582
"1","ALSPAC3583",32,74,9,7,8,106,112,3583
"1","ALSPAC3584",52,74,10,8,17,105,115,3584
"1","ALSPAC3585",33,80,8,7,11,104,114,3585
"1","ALSPAC3586",36,71,10,9,14,107,118,3586
"1","ALSPAC3587",30,66,8,8,8,105,122,3587
"1","ALSPAC3588",51,84,11,8,16,105,119,3588
"1","ALSPAC3589",42,74,11,9,17,104,118,3589
"1","ALSPAC3590",33,81,10,7,12,109,116,3590
"1","ALSPAC3591",31,79,9,8,14,99,108,3591
"1","ALSPAC3592",57,80,10,9,15,108,123,3592
"1","ALSPAC3593",33,72,10,9,18,110,113,3593
"3","ALSPAC3594",24,86,9,11,3,107,120,3594
"1","ALSPAC3595",31,77,9,8,10,97,117,3595
"1","ALSPAC3596",33,75,9,8,9,100,124,3596
"1","ALSPAC3597",54,81,9,9,NA,97,116,3597
"3","ALSPAC3598",15,71,8,8,4,112,122,3598
"1","ALSPAC3599",28,71,9,7,5,103,113,3599
"1","ALSPAC3600",20,69,7,6,13,104,119,3600
"1","ALSPAC3601",12,70,9,NA,9,102,121,3601
"1","ALSPAC3602",15,68,8,7,NA,102,120,3602
"1","ALSPAC3603",36,73,8,6,NA,101,120,3603
"3","ALSPAC3604",24,81,8,3,8,112,116,3604
"1","ALSPAC3605",28,73,9,8,12,108,118,3605
"2","ALSPAC3606",6,24,3,2,1,98,121,3606
"1","ALSPAC3607",37,73,11,9,9,108,126,3607
"1","ALSPAC3608",40,78,9,8,18,109,120,3608
"3","ALSPAC3609",11,68,5,6,5,103,119,3609
"2","ALSPAC3610",9,31,3,1,9,106,118,3610
"1","ALSPAC3611",31,70,8,7,8,98,121,3611
"3","ALSPAC3612",18,55,9,6,8,106,118,3612
"1","ALSPAC3613",47,80,NA,9,14,100,117,3613
"1","ALSPAC3614",42,83,9,8,8,94,123,3614
"1","ALSPAC3615",35,71,10,9,13,108,121,3615
"2","ALSPAC3616",7,23,1,2,4,95,122,3616
"1","ALSPAC3617",39,85,10,9,12,106,119,3617
"1","ALSPAC3618",30,74,8,7,11,102,119,3618
"3","ALSPAC3619",15,63,7,5,3,102,125,3619
"3","ALSPAC3620",14,72,10,8,6,110,125,3620
"1","ALSPAC3621",57,80,9,8,18,95,124,3621
"1","ALSPAC3622",6,62,6,6,6,101,117,3622
"1","ALSPAC3623",37,74,10,9,11,104,119,3623
"2","ALSPAC3624",8,41,6,3,8,98,117,3624
"1","ALSPAC3625",36,80,9,7,7,101,118,3625
"1","ALSPAC3626",35,73,10,8,8,105,120,3626
"1","ALSPAC3627",50,79,10,8,12,103,117,3627
"1","ALSPAC3628",47,80,9,8,11,101,114,3628
"2","ALSPAC3629",13,33,8,3,NA,107,121,3629
"3","ALSPAC3630",24,74,7,7,9,112,121,3630
"2","ALSPAC3631",7,44,4,4,5,99,117,3631
"1","ALSPAC3632",22,80,11,10,4,99,114,3632
"1","ALSPAC3633",28,74,NA,8,8,106,122,3633
"1","ALSPAC3634",34,71,8,8,9,103,120,3634
"2","ALSPAC3635",4,22,1,3,5,95,121,3635
"2","ALSPAC3636",9,38,3,1,0,95,119,3636
"3","ALSPAC3637",19,79,7,7,7,104,126,3637
"1","ALSPAC3638",48,75,8,6,12,103,113,3638
"3","ALSPAC3639",26,76,10,6,10,109,118,3639
"1","ALSPAC3640",33,69,9,8,13,102,115,3640
"1","ALSPAC3641",29,76,9,8,8,107,121,3641
"1","ALSPAC3642",46,85,9,8,9,103,126,3642
"3","ALSPAC3643",23,77,10,8,9,106,118,3643
"1","ALSPAC3644",42,78,10,8,10,103,115,3644
"1","ALSPAC3645",40,78,9,8,13,100,122,3645
"1","ALSPAC3646",59,76,10,10,18,104,126,3646
"1","ALSPAC3647",-4,59,6,6,3,100,118,3647
"2","ALSPAC3648",7,33,6,7,1,104,121,3648
"1","ALSPAC3649",45,70,9,8,17,108,118,3649
"1","ALSPAC3650",41,73,NA,8,15,97,121,3650
"3","ALSPAC3651",16,69,7,5,7,107,119,3651
"1","ALSPAC3652",38,70,7,6,9,105,116,3652
"3","ALSPAC3653",15,65,5,3,7,102,111,3653
"1","ALSPAC3654",22,65,9,8,7,105,120,3654
"1","ALSPAC3655",36,79,8,8,11,107,121,3655
"1","ALSPAC3656",33,66,7,7,14,104,115,3656
"1","ALSPAC3657",29,74,9,9,9,110,118,3657
"3","ALSPAC3658",24,77,8,7,7,102,118,3658
"2","ALSPAC3659",8,48,6,4,3,106,118,3659
"1","ALSPAC3660",26,67,10,8,7,102,121,3660
"3","ALSPAC3661",39,68,9,7,14,106,113,3661
"1","ALSPAC3662",28,68,8,8,13,104,115,3662
"1","ALSPAC3663",40,78,10,8,14,105,116,3663
"3","ALSPAC3664",13,70,5,6,8,105,115,3664
"3","ALSPAC3665",17,61,6,3,8,107,117,3665
"1","ALSPAC3666",50,78,9,7,16,113,114,3666
"1","ALSPAC3667",35,73,9,9,14,103,118,3667
"3","ALSPAC3668",22,56,5,6,9,110,125,3668
"3","ALSPAC3669",19,62,8,5,8,103,116,3669
"3","ALSPAC3670",21,70,8,7,6,106,123,3670
"3","ALSPAC3671",23,69,11,10,5,103,121,3671
"1","ALSPAC3672",36,79,10,9,13,96,121,3672
"3","ALSPAC3673",31,71,8,7,10,106,119,3673
"1","ALSPAC3674",36,70,8,6,14,101,125,3674
"1","ALSPAC3675",22,75,9,8,7,101,122,3675
"3","ALSPAC3676",17,51,8,8,8,98,126,3676
"1","ALSPAC3677",24,69,9,8,8,96,115,3677
"2","ALSPAC3678",11,33,2,0,5,104,117,3678
"1","ALSPAC3679",42,82,9,9,11,102,117,3679
"1","ALSPAC3680",27,72,8,7,7,97,114,3680
"1","ALSPAC3681",24,70,8,7,6,102,123,3681
"2","ALSPAC3682",11,45,4,3,1,103,122,3682
"1","ALSPAC3683",39,73,9,8,13,107,120,3683
"1","ALSPAC3684",33,75,8,7,11,109,117,3684
"2","ALSPAC3685",9,32,4,5,8,110,122,3685
"3","ALSPAC3686",19,71,8,5,7,95,115,3686
"1","ALSPAC3687",40,75,9,9,8,98,124,3687
"1","ALSPAC3688",50,79,9,7,15,103,119,3688
"1","ALSPAC3689",42,84,10,8,16,107,107,3689
"2","ALSPAC3690",4,42,3,3,5,109,110,3690
"1","ALSPAC3691",50,75,10,9,14,110,127,3691
"3","ALSPAC3692",20,71,8,7,11,109,117,3692
"1","ALSPAC3693",37,75,9,8,9,99,119,3693
"1","ALSPAC3694",47,82,10,9,13,101,108,3694
"1","ALSPAC3695",47,75,10,9,NA,96,120,3695
"3","ALSPAC3696",18,75,11,8,7,104,125,3696
"1","ALSPAC3697",37,75,8,7,12,92,120,3697
"1","ALSPAC3698",39,77,9,9,13,98,112,3698
"1","ALSPAC3699",27,76,9,8,14,108,114,3699
"3","ALSPAC3700",17,74,6,2,4,101,115,3700
"3","ALSPAC3701",16,62,8,4,6,106,119,3701
"1","ALSPAC3702",39,70,9,8,7,102,126,3702
"2","ALSPAC3703",17,57,8,4,6,102,118,3703
"1","ALSPAC3704",33,73,NA,8,7,99,116,3704
"1","ALSPAC3705",40,80,11,8,10,105,124,3705
"1","ALSPAC3706",33,76,10,10,14,106,117,3706
"2","ALSPAC3707",18,32,1,-1,11,103,122,3707
"2","ALSPAC3708",17,37,7,3,10,95,127,3708
"1","ALSPAC3709",40,77,10,NA,14,104,123,3709
"1","ALSPAC3710",8,65,8,9,7,106,126,3710
"1","ALSPAC3711",38,73,9,8,12,106,124,3711
"2","ALSPAC3712",14,35,4,4,7,96,122,3712
"1","ALSPAC3713",44,78,10,9,15,106,117,3713
"1","ALSPAC3714",34,84,9,8,9,113,121,3714
"1","ALSPAC3715",45,75,9,8,14,105,118,3715
"1","ALSPAC3716",52,77,12,10,14,106,122,3716
"1","ALSPAC3717",37,72,8,8,10,111,125,3717
"3","ALSPAC3718",24,79,8,NA,6,106,117,3718
"1","ALSPAC3719",34,81,9,8,NA,106,114,3719
"1","ALSPAC3720",34,73,9,8,11,97,119,3720
"1","ALSPAC3721",37,80,9,9,10,103,117,3721
"1","ALSPAC3722",33,83,9,9,10,103,113,3722
"1","ALSPAC3723",33,76,8,8,10,100,110,3723
"1","ALSPAC3724",49,73,7,6,14,99,116,3724
"3","ALSPAC3725",22,72,6,4,3,100,127,3725
"1","ALSPAC3726",39,73,8,8,9,99,118,3726
"1","ALSPAC3727",47,77,9,9,12,103,121,3727
"2","ALSPAC3728",8,26,3,3,3,100,114,3728
"1","ALSPAC3729",30,77,8,9,11,106,112,3729
"1","ALSPAC3730",47,84,9,8,10,93,120,3730
"1","ALSPAC3731",39,79,11,9,8,101,120,3731
"1","ALSPAC3732",45,90,12,11,13,102,119,3732
"1","ALSPAC3733",40,76,9,7,12,97,112,3733
"1","ALSPAC3734",21,75,9,7,11,107,126,3734
"1","ALSPAC3735",45,71,8,7,14,106,117,3735
"3","ALSPAC3736",22,71,7,6,1,100,132,3736
"1","ALSPAC3737",30,75,8,7,NA,106,115,3737
"1","ALSPAC3738",17,76,9,8,10,105,121,3738
"1","ALSPAC3739",21,63,8,8,9,105,119,3739
"1","ALSPAC3740",36,78,8,7,NA,109,109,3740
"2","ALSPAC3741",10,33,5,1,1,104,123,3741
"2","ALSPAC3742",3,25,3,3,4,101,114,3742
"3","ALSPAC3743",14,52,7,4,3,102,121,3743
"1","ALSPAC3744",10,70,9,7,5,104,119,3744
"1","ALSPAC3745",42,75,8,8,13,101,115,3745
"1","ALSPAC3746",31,72,7,7,8,106,116,3746
"1","ALSPAC3747",50,78,10,10,12,103,126,3747
"1","ALSPAC3748",42,83,10,9,NA,105,122,3748
"3","ALSPAC3749",23,78,8,5,10,99,117,3749
"3","ALSPAC3750",20,93,9,7,10,110,124,3750
"3","ALSPAC3751",21,63,4,4,4,108,116,3751
"1","ALSPAC3752",33,69,9,8,10,109,119,3752
"1","ALSPAC3753",50,88,10,9,14,107,115,3753
"2","ALSPAC3754",15,50,7,4,5,103,125,3754
"3","ALSPAC3755",19,66,7,9,7,105,123,3755
"3","ALSPAC3756",21,84,10,4,NA,102,119,3756
"1","ALSPAC3757",40,91,10,9,10,109,110,3757
"1","ALSPAC3758",37,73,8,7,12,111,116,3758
"3","ALSPAC3759",21,73,8,8,10,104,119,3759
"1","ALSPAC3760",43,83,10,8,10,103,124,3760
"3","ALSPAC3761",24,76,8,NA,9,105,122,3761
"3","ALSPAC3762",21,88,10,8,5,106,108,3762
"1","ALSPAC3763",37,69,7,7,12,106,115,3763
"1","ALSPAC3764",44,82,11,10,13,105,119,3764
"1","ALSPAC3765",29,69,8,6,13,98,120,3765
"1","ALSPAC3766",25,74,9,8,5,100,116,3766
"2","ALSPAC3767",6,26,3,0,2,102,118,3767
"1","ALSPAC3768",36,68,9,7,16,101,120,3768
"1","ALSPAC3769",43,74,9,8,10,100,117,3769
"2","ALSPAC3770",7,26,5,2,2,104,124,3770
"3","ALSPAC3771",30,81,10,8,8,104,122,3771
"1","ALSPAC3772",12,68,8,6,4,112,116,3772
"2","ALSPAC3773",8,32,2,1,6,103,119,3773
"3","ALSPAC3774",14,59,8,7,8,103,121,3774
"1","ALSPAC3775",27,75,11,NA,11,108,129,3775
"1","ALSPAC3776",39,73,9,8,11,98,114,3776
"1","ALSPAC3777",36,72,9,9,11,102,117,3777
"1","ALSPAC3778",36,79,10,9,16,102,123,3778
"1","ALSPAC3779",27,67,8,6,7,99,119,3779
"2","ALSPAC3780",10,28,2,1,5,102,117,3780
"1","ALSPAC3781",42,88,9,7,NA,105,123,3781
"3","ALSPAC3782",16,79,7,5,NA,101,118,3782
"3","ALSPAC3783",22,65,7,4,NA,95,120,3783
"1","ALSPAC3784",43,75,9,9,13,103,125,3784
"1","ALSPAC3785",45,81,10,8,12,104,117,3785
"2","ALSPAC3786",9,34,4,3,7,110,123,3786
"1","ALSPAC3787",38,85,8,6,12,109,110,3787
"1","ALSPAC3788",37,87,11,9,11,96,117,3788
"1","ALSPAC3789",32,73,9,8,11,98,113,3789
"3","ALSPAC3790",26,79,8,7,12,101,122,3790
"1","ALSPAC3791",42,78,9,6,10,101,117,3791
"3","ALSPAC3792",22,69,7,4,10,103,125,3792
"1","ALSPAC3793",32,78,10,NA,8,103,115,3793
"1","ALSPAC3794",42,83,11,10,16,106,114,3794
"1","ALSPAC3795",26,67,9,6,11,98,119,3795
"1","ALSPAC3796",34,73,9,8,14,103,120,3796
"3","ALSPAC3797",21,72,7,5,10,100,116,3797
"2","ALSPAC3798",11,41,7,2,5,110,124,3798
"1","ALSPAC3799",26,76,8,8,13,104,114,3799
"1","ALSPAC3800",43,86,9,8,14,99,118,3800
"1","ALSPAC3801",33,78,10,9,11,107,120,3801
"2","ALSPAC3802",10,36,7,6,6,107,121,3802
"1","ALSPAC3803",31,65,7,7,9,108,115,3803
"1","ALSPAC3804",39,79,9,8,12,108,113,3804
"1","ALSPAC3805",45,77,9,7,13,96,116,3805
"1","ALSPAC3806",33,74,10,9,10,107,123,3806
"3","ALSPAC3807",27,86,9,7,14,97,120,3807
"1","ALSPAC3808",32,62,8,7,11,99,122,3808
"2","ALSPAC3809",8,36,5,2,5,111,125,3809
"3","ALSPAC3810",21,56,5,6,10,109,120,3810
"3","ALSPAC3811",26,75,7,8,9,105,117,3811
"3","ALSPAC3812",26,59,7,6,8,100,124,3812
"3","ALSPAC3813",28,74,7,8,12,102,115,3813
"1","ALSPAC3814",42,74,9,8,10,104,118,3814
"2","ALSPAC3815",1,24,1,1,0,105,110,3815
"2","ALSPAC3816",17,46,4,4,8,104,122,3816
"1","ALSPAC3817",44,84,10,9,14,98,122,3817
"1","ALSPAC3818",39,80,11,10,12,101,127,3818
"3","ALSPAC3819",12,72,6,7,2,107,121,3819
"2","ALSPAC3820",6,35,5,3,6,108,116,3820
"2","ALSPAC3821",9,29,3,2,6,110,122,3821
"3","ALSPAC3822",24,86,9,5,11,111,118,3822
"1","ALSPAC3823",38,78,8,7,13,98,117,3823
"1","ALSPAC3824",20,71,8,6,7,103,119,3824
"2","ALSPAC3825",15,40,3,3,9,100,122,3825
"1","ALSPAC3826",29,73,9,8,14,101,116,3826
"2","ALSPAC3827",11,39,8,8,10,111,117,3827
"3","ALSPAC3828",16,62,5,4,9,99,117,3828
"2","ALSPAC3829",9,30,NA,1,4,106,119,3829
"1","ALSPAC3830",23,81,9,7,9,101,121,3830
"3","ALSPAC3831",9,68,2,5,7,108,109,3831
"1","ALSPAC3832",35,75,9,8,10,103,121,3832
"1","ALSPAC3833",27,75,7,6,9,100,124,3833
"1","ALSPAC3834",56,85,8,8,16,106,117,3834
"1","ALSPAC3835",42,77,8,8,13,106,119,3835
"2","ALSPAC3836",5,27,3,-1,3,108,115,3836
"1","ALSPAC3837",50,82,10,9,15,96,123,3837
"1","ALSPAC3838",23,75,9,7,4,103,116,3838
"3","ALSPAC3839",16,60,9,7,13,104,120,3839
"3","ALSPAC3840",16,81,6,6,8,103,118,3840
"3","ALSPAC3841",13,70,9,8,NA,94,122,3841
"1","ALSPAC3842",32,72,9,8,10,100,118,3842
"1","ALSPAC3843",34,72,9,7,12,101,125,3843
"1","ALSPAC3844",32,67,7,7,11,102,118,3844
"2","ALSPAC3845",19,44,7,5,7,99,121,3845
"3","ALSPAC3846",14,62,8,8,9,111,116,3846
"3","ALSPAC3847",14,67,8,9,7,102,121,3847
"1","ALSPAC3848",40,81,10,9,7,102,125,3848
"1","ALSPAC3849",57,87,9,9,13,105,119,3849
"1","ALSPAC3850",25,74,9,7,8,103,115,3850
"1","ALSPAC3851",31,67,9,NA,9,107,121,3851
"1","ALSPAC3852",42,76,9,9,15,104,114,3852
"1","ALSPAC3853",40,70,8,7,12,102,121,3853
"1","ALSPAC3854",35,72,10,9,14,105,123,3854
"1","ALSPAC3855",33,77,9,8,11,108,119,3855
"1","ALSPAC3856",31,74,9,8,6,108,120,3856
"3","ALSPAC3857",21,68,6,6,9,107,118,3857
"1","ALSPAC3858",41,79,10,9,13,96,116,3858
"1","ALSPAC3859",27,58,7,7,8,103,125,3859
"2","ALSPAC3860",2,34,4,3,2,108,120,3860
"1","ALSPAC3861",51,86,11,9,15,102,114,3861
"1","ALSPAC3862",36,65,9,7,12,109,115,3862
"1","ALSPAC3863",40,81,11,10,15,95,118,3863
"3","ALSPAC3864",29,76,10,9,9,104,121,3864
"3","ALSPAC3865",23,71,4,6,11,103,120,3865
"1","ALSPAC3866",43,82,9,8,10,98,115,3866
"1","ALSPAC3867",24,68,10,8,12,100,126,3867
"3","ALSPAC3868",30,85,7,5,8,99,110,3868
"3","ALSPAC3869",14,77,6,6,4,102,118,3869
"2","ALSPAC3870",10,32,4,3,1,93,122,3870
"1","ALSPAC3871",44,75,9,7,11,104,125,3871
"3","ALSPAC3872",20,62,6,6,5,101,116,3872
"3","ALSPAC3873",28,85,7,10,10,100,123,3873
"1","ALSPAC3874",40,75,8,8,14,111,114,3874
"3","ALSPAC3875",24,70,8,8,NA,100,114,3875
"3","ALSPAC3876",25,77,7,4,9,107,115,3876
"1","ALSPAC3877",36,76,10,9,15,105,123,3877
"3","ALSPAC3878",14,74,7,5,4,101,111,3878
"3","ALSPAC3879",11,67,9,5,1,98,125,3879
"2","ALSPAC3880",6,38,5,4,4,102,119,3880
"1","ALSPAC3881",41,79,9,9,17,109,124,3881
"3","ALSPAC3882",19,73,6,6,6,105,120,3882
"1","ALSPAC3883",40,85,8,8,NA,102,115,3883
"1","ALSPAC3884",26,75,10,8,15,108,118,3884
"1","ALSPAC3885",38,77,9,8,11,101,116,3885
"3","ALSPAC3886",13,64,5,4,6,111,118,3886
"3","ALSPAC3887",24,69,5,3,8,105,121,3887
"1","ALSPAC3888",37,70,8,7,9,106,118,3888
"3","ALSPAC3889",39,90,9,8,11,98,122,3889
"3","ALSPAC3890",13,48,3,3,7,105,114,3890
"3","ALSPAC3891",27,70,7,5,10,104,123,3891
"1","ALSPAC3892",38,66,7,7,15,107,115,3892
"1","ALSPAC3893",25,65,8,7,8,104,122,3893
"3","ALSPAC3894",22,62,8,6,7,103,118,3894
"3","ALSPAC3895",20,81,9,8,7,103,122,3895
"1","ALSPAC3896",24,80,10,9,4,102,122,3896
"3","ALSPAC3897",21,75,9,7,6,103,124,3897
"2","ALSPAC3898",11,38,5,2,8,105,121,3898
"1","ALSPAC3899",47,92,11,8,NA,96,113,3899
"1","ALSPAC3900",28,71,9,6,12,105,116,3900
"1","ALSPAC3901",30,69,8,6,8,102,119,3901
"1","ALSPAC3902",51,84,10,9,11,108,119,3902
"3","ALSPAC3903",23,56,8,7,11,97,121,3903
"1","ALSPAC3904",43,75,10,9,13,97,119,3904
"3","ALSPAC3905",20,85,7,6,9,100,122,3905
"1","ALSPAC3906",38,88,10,10,9,101,116,3906
"1","ALSPAC3907",40,66,6,7,14,108,115,3907
"1","ALSPAC3908",18,69,8,6,8,98,117,3908
"1","ALSPAC3909",28,82,10,8,7,105,112,3909
"3","ALSPAC3910",19,64,9,7,9,105,126,3910
"2","ALSPAC3911",10,43,8,5,10,104,119,3911
"3","ALSPAC3912",13,67,8,9,3,101,120,3912
"1","ALSPAC3913",22,78,10,10,6,96,122,3913
"3","ALSPAC3914",34,79,6,5,10,98,120,3914
"1","ALSPAC3915",24,75,8,8,10,104,121,3915
"1","ALSPAC3916",26,67,8,7,10,104,123,3916
"1","ALSPAC3917",25,74,7,8,10,107,115,3917
"1","ALSPAC3918",30,76,9,9,12,102,125,3918
"3","ALSPAC3919",21,66,8,5,12,102,112,3919
"1","ALSPAC3920",46,80,7,6,11,102,117,3920
"1","ALSPAC3921",28,77,9,8,6,109,117,3921
"1","ALSPAC3922",33,78,8,7,15,103,111,3922
"1","ALSPAC3923",39,76,8,7,11,103,119,3923
"3","ALSPAC3924",24,72,8,6,9,100,119,3924
"1","ALSPAC3925",55,78,9,8,12,102,128,3925
"1","ALSPAC3926",41,85,10,10,14,105,125,3926
"3","ALSPAC3927",20,61,5,5,6,97,120,3927
"3","ALSPAC3928",25,61,5,6,12,106,111,3928
"3","ALSPAC3929",20,66,8,8,5,107,125,3929
"1","ALSPAC3930",46,77,10,5,13,105,115,3930
"3","ALSPAC3931",18,70,7,4,10,99,126,3931
"1","ALSPAC3932",43,76,10,9,8,98,123,3932
"1","ALSPAC3933",32,79,8,7,8,106,118,3933
"3","ALSPAC3934",24,58,4,2,10,105,118,3934
"1","ALSPAC3935",33,77,11,9,7,100,121,3935
"3","ALSPAC3936",31,88,12,9,NA,100,118,3936
"1","ALSPAC3937",44,78,NA,8,6,102,126,3937
"1","ALSPAC3938",39,77,9,8,14,107,119,3938
"2","ALSPAC3939",11,41,4,3,5,99,116,3939
"1","ALSPAC3940",28,77,9,8,9,101,118,3940
"3","ALSPAC3941",22,66,7,7,10,110,113,3941
"2","ALSPAC3942",9,40,8,7,4,106,116,3942
